video_index,section_number,section_name,video_code,slide_number,slide_name
95,29,Climaxes,29E,10,Consecutive Sell Climaxes Sometimes Need 1 More Climax
95,29,Climaxes,29E,11,Consecutive Buy Climaxes Sometimes Need 1 More Climax
95,29,Climaxes,29E,12,Consecutive Buy Climaxes Final Climax Often Very Big
95,29,Climaxes,29E,13,Consecutive Buy Climaxes Sometimes Need 1 More Climax
95,29,Climaxes,29E,14,Review
96,30,Trader’s Equation and Probability,30A,1,Main Points
96,30,Trader’s Equation and Probability,30A,2,Edges Mathematical Advantage
96,30,Trader’s Equation and Probability,30A,3,Edges Are Fleeting and Small
96,30,Trader’s Equation and Probability,30A,4,Perfect Trades Cannot Exist
96,30,Trader’s Equation and Probability,30A,5,Market in Cycle Need to Keep Changing Strategy
96,30,Trader’s Equation and Probability,30A,6,When Almost Perfect Not Enough Institutions on Other Side
96,30,Trader’s Equation and Probability,30A,7,Perfection [oo Obvious to Exist
96,30,Trader’s Equation and Probability,30A,8,Perfect Trades Don't Need Perfection to Make Money
96,30,Trader’s Equation and Probability,30A,9,Skilled Traders Base Every Trade on Math
96,30,Trader’s Equation and Probability,30A,10,Main Points Trader's Equation
96,30,Trader’s Equation and Probability,30A,11,Basis for All Trades Trader's Equation
96,30,Trader’s Equation and Probability,30A,12,Emini Example 10 Theoretical Trades
96,30,Trader’s Equation and Probability,30A,13,Emini Example 10 Theoretical Trades
96,30,Trader’s Equation and Probability,30A,14,Emini Example Assume 40% Win
96,30,Trader’s Equation and Probability,30A,15,Emini Example Swing Trades Win About 40%
96,30,Trader’s Equation and Probability,30A,16,EURUSD Example 5 Theoretical Trades
96,30,Trader’s Equation and Probability,30A,17,EURUSD Example 5 Theoretical Trades
96,30,Trader’s Equation and Probability,30A,18,EURUSD Example Assume 40% Win
96,30,Trader’s Equation and Probability,30A,19,EURUSD Example Swing Trades Win About 40%
96,30,Trader’s Equation and Probability,30A,20,Review
97,30,Trader’s Equation and Probability,30B,1,Main Points
97,30,Trader’s Equation and Probability,30B,2,Three Important Variables Not Just Risk and Reward
97,30,Trader’s Equation and Probability,30B,3,Trading Choice Good Risk-Reward (RR) or High Probability
97,30,Trader’s Equation and Probability,30B,4,Lottery Ticket Extreme RR and Probability
97,30,Trader’s Equation and Probability,30B,5,Lottery Ticket Extreme RR and Probability
97,30,Trader’s Equation and Probability,30B,6,Lottery Ticket Extreme RR and Probability
97,30,Trader’s Equation and Probability,30B,7,Beginners Afraid of Risk
97,30,Trader’s Equation and Probability,30B,8,Experienced Traders Only Think about Math
97,30,Trader’s Equation and Probability,30B,9,Improve the Math 2 Ways
97,30,Trader’s Equation and Probability,30B,10,"Scaling In Increase Probability, but Pay for It with RR"
97,30,Trader’s Equation and Probability,30B,11,Bull Breakout Increases Probability
97,30,Trader’s Equation and Probability,30B,12,Probability Higher after Bear BO
97,30,Trader’s Equation and Probability,30B,13,High Probability Means Scalping (Weak RR)
97,30,Trader’s Equation and Probability,30B,14,RR Usually Exact Probability Never Certain
97,30,Trader’s Equation and Probability,30B,15,"Deep Pullback in Bull Risk, Reward, and Probability"
97,30,Trader’s Equation and Probability,30B,16,PB in Bull Less Than 50% Probability Favors Bulls
97,30,Trader’s Equation and Probability,30B,17,PB in Bull Less Than 50% Probability Favors Bulls
97,30,Trader’s Equation and Probability,30B,18,How Many Bull Dollars in Bottom 3' Need Reversal Up
97,30,Trader’s Equation and Probability,30B,19,"Deep Pullback in Bear Risk, Reward, and Probability"
97,30,Trader’s Equation and Probability,30B,20,PB in Bear Less Than 50% Probability Favors Bears
97,30,Trader’s Equation and Probability,30B,21,PB in Bear Less Than 50% Probability Favors Bears
97,30,Trader’s Equation and Probability,30B,22,In Top 3 RR Favors Bears
97,30,Trader’s Equation and Probability,30B,23,How Many Bear Dollars in Top 3'7 Need Reversal Down
97,30,Trader’s Equation and Probability,30B,24,Review
98,30,Trader’s Equation and Probability,30C,1,Main Points
98,30,Trader’s Equation and Probability,30C,2,Z-Score System Quality Number
98,30,Trader’s Equation and Probability,30C,3,High Z-Score Better System
98,30,Trader’s Equation and Probability,30C,4,High Z-Score Risk of Ruin Is Small
98,30,Trader’s Equation and Probability,30C,5,"If Most Profit from One Trade Bad Z-Score, Bad System"
98,30,Trader’s Equation and Probability,30C,6,"If Most Profit from One Trade Bad Z-Score, Bad System"
98,30,Trader’s Equation and Probability,30C,7,Bad Z-Score Risk of Ruin Is High
98,30,Trader’s Equation and Probability,30C,8,Beginning Trader Risk 1% per Trade
98,30,Trader’s Equation and Probability,30C,9,Beginning Emini Trader Trade Don't Care Position Size
98,30,Trader’s Equation and Probability,30C,10,Beginning Forex Trader Trade Don’t Care Position Size
98,30,Trader’s Equation and Probability,30C,11,Main Points Probability ls Most Important
98,30,Trader’s Equation and Probability,30C,12,"Probability Most Important Variable, Not RR (Risk-Reward)"
98,30,Trader’s Equation and Probability,30C,13,Probability Source of All Emotion
98,30,Trader’s Equation and Probability,30C,14,Probability Of Equal Size Move up or Down
98,30,Trader’s Equation and Probability,30C,15,Always In Short Means Probability Favors Bears
98,30,Trader’s Equation and Probability,30C,16,Probability Of Different Size Moves up or Down
98,30,Trader’s Equation and Probability,30C,17,High Probability of Equidistant Move Try for More Profit
98,30,Trader’s Equation and Probability,30C,18,High Probability Usually Means Bad RR
98,30,Trader’s Equation and Probability,30C,19,Probability Constantly Re-evaluate
98,30,Trader’s Equation and Probability,30C,20,Likely to Reach Target Likely Has to Mean at Least 60%
98,30,Trader’s Equation and Probability,30C,21,Likely to Reach Target Can Take Profit (Reward) at 1x Risk
98,30,Trader’s Equation and Probability,30C,22,Review
99,30,Trader’s Equation and Probability,30D,1,Main Points
99,30,Trader’s Equation and Probability,30D,2,"50% PB in Strong Trend Neutral RR, but High Probability"
99,30,Trader’s Equation and Probability,30D,3,"50% PB in Strong Trend Neutral RR, but High Probability"
99,30,Trader’s Equation and Probability,30D,4,"50% PB in Strong Trend Neutral RR, but High Probability"
99,30,Trader’s Equation and Probability,30D,5,Emini Example Sell 50% PB in Bear
99,30,Trader’s Equation and Probability,30D,6,High Probability Means Bad RR
99,30,Trader’s Equation and Probability,30D,7,Forex Example Buy 50% PB in Bull
99,30,Trader’s Equation and Probability,30D,8,High Probability Means Bad RR
99,30,Trader’s Equation and Probability,30D,9,Main Points Math Can Improve After Breakout
99,30,Trader’s Equation and Probability,30D,10,"Strong BO, Good Context So High Probability (Emini)"
99,30,Trader’s Equation and Probability,30D,11,As BO Grows So Does Profit Target
99,30,Trader’s Equation and Probability,30D,12,"For Early Buyers Target Increases, but Risk Does Not"
99,30,Trader’s Equation and Probability,30D,13,Growing BO and Reward But Risk Is the Same
99,30,Trader’s Equation and Probability,30D,14,Profit Taking But Still Bull Trend
99,30,Trader’s Equation and Probability,30D,15,"Strong BO, Good Context So High Probability (Forex)"
99,30,Trader’s Equation and Probability,30D,16,"Strong BO, Good Context So High Probability"
99,30,Trader’s Equation and Probability,30D,17,"Strong BO, Good Context So High Probability"
99,30,Trader’s Equation and Probability,30D,18,"For Early Sellers Target Increases, but Risk Does Not"
99,30,Trader’s Equation and Probability,30D,19,"For Early Sellers Target Increases, but Risk Does Not"
99,30,Trader’s Equation and Probability,30D,20,Profit Target Grows as BO Grows
99,30,Trader’s Equation and Probability,30D,21,Profit Target Grows as BO Grows
99,30,Trader’s Equation and Probability,30D,22,Take Profits At Measured Move Projection
99,30,Trader’s Equation and Probability,30D,23,Review
100,30,Trader’s Equation and Probability,30E,1,Main Points
100,30,Trader’s Equation and Probability,30E,2,Near Target You Often Believe Probability Is 90%!!
100,30,Trader’s Equation and Probability,30E,3,Bad RR Can Be Good Often Risk 10 Ticks-Pips to Make
100,30,Trader’s Equation and Probability,30E,4,If Risk Greater Than Reward Need 70% Winners
100,30,Trader’s Equation and Probability,30E,5,If Risk and Probability High Skilled Traders Can Scalp
100,30,Trader’s Equation and Probability,30E,6,Main Points 40 — 60 Rule
100,30,Trader’s Equation and Probability,30E,7,40 — 60 Rule
100,30,Trader’s Equation and Probability,30E,8,Options Prices Tell You That Probability Always near 50%
100,30,Trader’s Equation and Probability,30E,9,Options Prices Tell You That Probability Always Near 50%
100,30,Trader’s Equation and Probability,30E,10,90% of Bars In Channel or Trading Range
100,30,Trader’s Equation and Probability,30E,11,90% of Time Both Bulls and Bears Can Make Money
100,30,Trader’s Equation and Probability,30E,12,Swing Reward at Least 2x Risk
100,30,Trader’s Equation and Probability,30E,13,"In Bear, Swing Case for Bulls Want Bull Trend Reversal"
100,30,Trader’s Equation and Probability,30E,14,"In Bear, Swing Case for Bulls Want Bull Trend Reversal"
100,30,Trader’s Equation and Probability,30E,15,"In Bear, Swing Case for Bears Want Bear Trend Resumption"
100,30,Trader’s Equation and Probability,30E,16,"In Bull, Swing Case for Bulls Want Trend Resumption Up"
100,30,Trader’s Equation and Probability,30E,17,If Everyone Knows PA How Can It work
100,30,Trader’s Equation and Probability,30E,18,In Poker Need to Know Who's the Mark
100,30,Trader’s Equation and Probability,30E,19,Trapped Out Of a Good Trade
100,30,Trader’s Equation and Probability,30E,20,"In Bull, Swing Case for Bears Want Trend Reversal Down"
100,30,Trader’s Equation and Probability,30E,21,"In Bull, Swing Case for Bears Want Trend Reversal Down"
100,30,Trader’s Equation and Probability,30E,22,Main Points TR Probability High near Top and Bottom
100,30,Trader’s Equation and Probability,30E,23,Trading Range (TR) BLSHS!
100,30,Trader’s Equation and Probability,30E,24,"TR Math Better for Bulls at Bottom, and for Bears at Top"
100,30,Trader’s Equation and Probability,30E,25,Review
101,31,Swing Trading and Scalping,31A,1,Main Points
101,31,Swing Trading and Scalping,31A,2,Two Personality Types Scalpers and Swing Traders
101,31,Swing Trading and Scalping,31A,3,Scalpers Willing to Trade Minor Reversals
101,31,Swing Trading and Scalping,31A,4,Swing Trader Does Not Have to Exit If Minor Reversal
101,31,Swing Trading and Scalping,31A,5,"Swing Trader Can Exit If Minor Reversal, If Can Enter Again"
101,31,Swing Trading and Scalping,31A,6,Swing Trader Plans to Manage Like Swing Trade
101,31,Swing Trading and Scalping,31A,7,Swing Trader Wants Reward at Least 2 Times Risk
101,31,Swing Trading and Scalping,31A,8,Swing Trade Means Major Reversal or BO
101,31,Swing Trading and Scalping,31A,9,Swing Trade Start Taking Profits at 2 Times Size of Risk
101,31,Swing Trading and Scalping,31A,10,Scalp Is Minor Reversal or BO
101,31,Swing Trading and Scalping,31A,11,Every Good Setup Is Good Swing Setup
101,31,Swing Trading and Scalping,31A,12,Emini Example 5 Minute Chart
101,31,Swing Trading and Scalping,31A,13,Forex Trade Scalp or Swing’
101,31,Swing Trading and Scalping,31A,14,Main Points Ideal Environments
101,31,Swing Trading and Scalping,31A,15,Strong Trend Great for Swing Traders
101,31,Swing Trading and Scalping,31A,16,Strong Trend Can Be Bad for Scalpers
101,31,Swing Trading and Scalping,31A,17,Strong Trend Can Be Good for Scalpers
101,31,Swing Trading and Scalping,31A,18,Trading Range Bad for Swing Traders
101,31,Swing Trading and Scalping,31A,19,Review
102,31,Swing Trading and Scalping,31B,1,Main Points
102,31,Swing Trading and Scalping,31B,2,Swing Trade Reward Is 2x Risk
102,31,Swing Trading and Scalping,31B,3,Scalp Reward Less Than 2x Risk
102,31,Swing Trading and Scalping,31B,4,Scalpers Quick to Exit if PB
102,31,Swing Trading and Scalping,31B,5,Swing Traders Allow Only One BO Test of Entry
102,31,Swing Trading and Scalping,31B,6,Swing Traders Allow Only One BO Test of Entry
102,31,Swing Trading and Scalping,31B,7,Sometimes Not Clear So Okay to Exit or Hold Long
102,31,Swing Trading and Scalping,31B,8,If Low 2 Sell Signal Triggers Okay to Exit Long
102,31,Swing Trading and Scalping,31B,9,If Low 2 Sell Signal Triggers Okay to Exit Long
102,31,Swing Trading and Scalping,31B,10,If 24 Test Does Not Hit Stop Hold Long
102,31,Swing Trading and Scalping,31B,11,If 24 Test Does Not Hit Stop Hold Long
102,31,Swing Trading and Scalping,31B,12,Possible Trend Reversal Swing or Scalp
102,31,Swing Trading and Scalping,31B,13,If Premise No Longer Valid Scalpers Exit
102,31,Swing Trading and Scalping,31B,14,Review
103,31,Swing Trading and Scalping,31C,1,Main Points
103,31,Swing Trading and Scalping,31C,2,Scalping Not for Beginners
103,31,Swing Trading and Scalping,31C,3,Beginners Desperate for Small Risk So Sell Bull Trend
103,31,Swing Trading and Scalping,31C,4,When Strong Bull Only Buy (Scalp or Swing)
103,31,Swing Trading and Scalping,31C,5,When Stairs Scalpers Can Trade Against Trend
103,31,Swing Trading and Scalping,31C,6,Scalp Means Small Profit
103,31,Swing Trading and Scalping,31C,7,Scalp Means Small Profit
103,31,Swing Trading and Scalping,31C,8,Main Points Minimum Scalp Size
103,31,Swing Trading and Scalping,31C,9,Minimum Scalp Objective For 5 Minute Emini Chart
103,31,Swing Trading and Scalping,31C,10,Minimum Scalp Objective Most Markets
103,31,Swing Trading and Scalping,31C,11,Minimum Scalp Objective Is Like Wanting Minimum Wage
103,31,Swing Trading and Scalping,31C,12,Minimum Scalp Only for Special Circumstances
103,31,Swing Trading and Scalping,31C,13,Going for Minimum Scalps Losing Strategy
103,31,Swing Trading and Scalping,31C,14,Going for Minimum Scalps Losing Strategy
103,31,Swing Trading and Scalping,31C,15,Minimum Scalp Objective For 60 Minute Emini Chart
103,31,Swing Trading and Scalping,31C,16,"Why Minimum Size Target Emini Example, 2 Tick Scalp"
103,31,Swing Trading and Scalping,31C,17,After 10 Trades and 60% Winners Lose Money
103,31,Swing Trading and Scalping,31C,18,Minimum Size for Forex Scalp On 60 Minute Chart
103,31,Swing Trading and Scalping,31C,19,"Forex Example 6 Pip Scalp, 100,000 EURUSD"
103,31,Swing Trading and Scalping,31C,20,Even If 60% of Scalps Are Profitable Still Lose!
103,31,Swing Trading and Scalping,31C,21,Review
104,31,Swing Trading and Scalping,31D,1,Main Points
104,31,Swing Trading and Scalping,31D,2,Converting Swing into Scalp If Premise Changes
104,31,Swing Trading and Scalping,31D,3,Converting Swing into Scalp If Premise Changes
104,31,Swing Trading and Scalping,31D,4,Converting Swing into Scalp If Premise Changes
104,31,Swing Trading and Scalping,31D,5,Scalping Using Swing Stops Exit if Premise Changes
104,31,Swing Trading and Scalping,31D,6,Scalping Using Swing Stops Scaling In
104,31,Swing Trading and Scalping,31D,7,Scalps Scaling In
104,31,Swing Trading and Scalping,31D,8,Scaling into Losing Trade At Higher Price for 2° Time
104,31,Swing Trading and Scalping,31D,9,Main Points Scalping in Strong Breakout
104,31,Swing Trading and Scalping,31D,10,Emini Scalping In Strong Breakouts
104,31,Swing Trading and Scalping,31D,11,Forex Scalping In Strong Breakouts
104,31,Swing Trading and Scalping,31D,12,Strong Bull BO Repeated Scalping Not as Easy as Appears
104,31,Swing Trading and Scalping,31D,13,Strong Bull BO Swing Trading Is Better
104,31,Swing Trading and Scalping,31D,14,Strong Bear BO Repeated Scalping Not as Easy as Appears
104,31,Swing Trading and Scalping,31D,15,Strong Bear BO Swing Trading Is Better
104,31,Swing Trading and Scalping,31D,16,If Swing Trade Quickly Reaches Target Take Profit
104,31,Swing Trading and Scalping,31D,17,Main Points Lose If Manage Scalp Like Swing
104,31,Swing Trading and Scalping,31D,18,Scalping Can It Be Profitable
104,31,Swing Trading and Scalping,31D,19,Big Reason for Losing Confusing Scalps with Swings
104,31,Swing Trading and Scalping,31D,20,"Big Reason for Losing If Scalp, Don’t Manage Like Swing"
104,31,Swing Trading and Scalping,31D,21,High Frequency Trading Type of Scalping
104,31,Swing Trading and Scalping,31D,22,Review
105,32,Orders,32A,1,Main Points
105,32,Orders,32A,2,4 Order Types Stop Orders
105,32,Orders,32A,3,Order Types Most Important Is Protective Stop
105,32,Orders,32A,4,Black Swans Protect Yourself from the Unknowable
105,32,Orders,32A,5,Protective Stop Gap Can Lead to Huge Loss
105,32,Orders,32A,6,Protective Stop Gap Can Lead to No Protection!
105,32,Orders,32A,7,Protective Stop Gap Can Lead to Huge Loss
105,32,Orders,32A,8,Protective Stop Gap Can Lead to No Protection!
105,32,Orders,32A,9,Main Points
105,32,Orders,32A,10,Limit Order To Take Profits or to Enter Trade
105,32,Orders,32A,11,Limit Order To Take Profits or to Enter Trade
105,32,Orders,32A,12,Main Points Bracket Orders
105,32,Orders,32A,13,Bracket Order To Take Profits and to Minimize Loss
105,32,Orders,32A,14,Bracket Order for Short Take Profits and Minimize Loss
105,32,Orders,32A,15,Bracket Order for Long Take Profits and Minimize Loss
105,32,Orders,32A,16,Main Points Market and Other Orders
105,32,Orders,32A,17,Market Order To Exit or Enter Trade
105,32,Orders,32A,18,Market Order To Enter a Trade
105,32,Orders,32A,19,Market Order To Exit a Trade
105,32,Orders,32A,20,Market Order To Enter a Trade
105,32,Orders,32A,21,Other Orders Many Brokers Offer Many Other Order Types
105,32,Orders,32A,22,Broker Not Held Mistakes Are Always Your Fault
105,32,Orders,32A,23,Review
106,32,Orders,32B,1,Main Points
106,32,Orders,32B,2,Entering a Trade Using Stop Order
106,32,Orders,32B,3,Stop Orders Best in Trends
106,32,Orders,32B,4,Main Points Skilled Traders Use Market and Limit Orders
106,32,Orders,32B,5,Skilled Traders Also Enter with Market and Limit Orders
106,32,Orders,32B,6,Entering a Trade With Limit Orders
106,32,Orders,32B,7,Bad for Stop Orders Means Good for Limit Orders
106,32,Orders,32B,8,Stop Orders and Limit Orders Are Equal and Opposite
106,32,Orders,32B,9,Stop Orders and Limit Orders Are Equal and Opposite
106,32,Orders,32B,10,Stop Orders and Limit Orders Are Equally Effective
106,32,Orders,32B,11,Main Points TR Limit Order Market and Trends
106,32,Orders,32B,12,TR Is Limit Order Market So Buy Low
106,32,Orders,32B,13,TR Is Limit Order Market So Sell High
106,32,Orders,32B,14,Trends Types of Orders
106,32,Orders,32B,15,Review
107,32,Orders,32C,1,Main Points
107,32,Orders,32C,2,Price Action Dictates Type of Entry Order
107,32,Orders,32C,3,When in Doubt Wait for 2 Signal
107,32,Orders,32C,4,Main Points With Trend and Countertrend Limit Orders
107,32,Orders,32C,5,Enter with Limit Orders In Direction of Trend
107,32,Orders,32C,6,Enter with Limit Orders Against Direction of Trend
107,32,Orders,32C,7,Enter with Limit Orders Against Direction of Trend
107,32,Orders,32C,8,Enter with Limit Orders Against Direction of Trend
107,32,Orders,32C,9,Limit Orders In TR
107,32,Orders,32C,10,Limit Orders In Wedge or Measured Move
107,32,Orders,32C,11,Channel Evolving into TR
107,32,Orders,32C,12,Main Points Enter Early on Smaller Time Frame
107,32,Orders,32C,13,Buy Early On 1 Minute Chart
107,32,Orders,32C,14,Sell Early On 1 Minute Chart
107,32,Orders,32C,15,Review
108,33,Protective Stops,33A,1,Main Points
108,33,Protective Stops,33A,2,Skilled Traders Always Have Protective Stop in the Market
108,33,Protective Stops,33A,3,Protective Stops Several Types
108,33,Protective Stops,33A,4,Protective Stop Several Reasonable Choices
108,33,Protective Stops,33A,5,Beginner Sees Mkt as Person Unknowingly Making Mistake
108,33,Protective Stops,33A,6,Beginner Ignores Probability and Trend Change
108,33,Protective Stops,33A,7,Beginner Always Finds Reason to Deny Loss
108,33,Protective Stops,33A,8,Beginner Loses Because Afraid to Lose 1734 -
108,33,Protective Stops,33A,9,As Bear Extends Beginner Finds New Reasons to Hold Long
108,33,Protective Stops,33A,10,Finally Gives Up At the Bottom
108,33,Protective Stops,33A,11,"Expert Sees Sell Climax, Not End of World"
108,33,Protective Stops,33A,12,Expert Does the Opposite and Gets Long!
108,33,Protective Stops,33A,13,Main Points Stop Determines Position Size 2324 -
108,33,Protective Stops,33A,14,Size of Stop Determines Position Size
108,33,Protective Stops,33A,15,Size of Stop This Is Your Risk
108,33,Protective Stops,33A,16,Size of Stop Determines Position Size
108,33,Protective Stops,33A,17,Wide Stop Big Risk So Reduce Position Size
108,33,Protective Stops,33A,18,Adjust Target Based on Size of Risk
108,33,Protective Stops,33A,19,Review
109,33,Protective Stops,33B,1,Main Points
109,33,Protective Stops,33B,2,After Stop Hit What Happens
109,33,Protective Stops,33B,3,Hitting Stop Can Create BO
109,33,Protective Stops,33B,4,Hitting Stop Can Create 2 Entry for Reversal
109,33,Protective Stops,33B,5,Main Points Use Correct Stop
109,33,Protective Stops,33B,6,Strong BO Use Correct Stop
109,33,Protective Stops,33B,7,Stop Make a Logical Choice
109,33,Protective Stops,33B,8,Dead Skunk Stop Between 2 Logical Choices
109,33,Protective Stops,33B,9,Beginners Stop Beyond Signal Bar
109,33,Protective Stops,33B,10,Strong BO Use Correct Stop
109,33,Protective Stops,33B,11,Strong BO Rely on Stop
109,33,Protective Stops,33B,12,Review
110,33,Protective Stops,33C,1,Main Points
110,33,Protective Stops,33C,2,Price Action Stop Below Bottom of Bull Leg
110,33,Protective Stops,33C,3,Price Action Stop Higher Probability Buy After Strong BO
110,33,Protective Stops,33C,4,Stop Location Sometimes Not Clear
110,33,Protective Stops,33C,5,Main Points Bulls Need Higher Lows
110,33,Protective Stops,33C,6,Bull Trend Needs Higher Lows
110,33,Protective Stops,33C,7,If Falls Below Higher Low No Longer Bull Trend
110,33,Protective Stops,33C,8,As Long as Above Major HL Still Bull Trend
110,33,Protective Stops,33C,9,Below Minor HL Many Bulls Buy More
110,33,Protective Stops,33C,10,Protective Stop Price Action Stop
110,33,Protective Stops,33C,11,Main Points Trailing Stops
110,33,Protective Stops,33C,12,Protective Stop Trailing Stop in Bull Trend
110,33,Protective Stops,33C,13,Protective Stop Trailing Stop
110,33,Protective Stops,33C,14,Main Points Stops in Bear
110,33,Protective Stops,33C,15,Stop in Bear Above Last Bear BO (Last Sell Climax)
110,33,Protective Stops,33C,16,Stop in Bear Don't Wait for Stop to Be Hit
110,33,Protective Stops,33C,17,Protective Stop Trailing Stop in Bear Trend
110,33,Protective Stops,33C,18,Trailing Stop in Bear Lower Stop as Bear Progresses
110,33,Protective Stops,33C,19,Review
111,33,Protective Stops,33D,1,Main Points
111,33,Protective Stops,33D,2,Bull Trend Can Fall Below Minor HL
111,33,Protective Stops,33D,3,If Lower Low Now TR or Bear
111,33,Protective Stops,33D,4,Bear Trend Has Lower Highs (and Lows)
111,33,Protective Stops,33D,5,Higher High in Bear TR or Bull Likely
111,33,Protective Stops,33D,6,"Higher High If Minor, Then TR, Not Reversal"
111,33,Protective Stops,33D,7,If Above Higher High Now TR or Bull
111,33,Protective Stops,33D,8,Main Points Exit lf Premise Changes
111,33,Protective Stops,33D,9,If Premise Has Changed Don't Wait for Stop to Be Hit
111,33,Protective Stops,33D,10,If Premise Might Have Changed Look for Signs of Change
111,33,Protective Stops,33D,11,Bear Trend Scaling In
111,33,Protective Stops,33D,12,If Premise No Longer Likely Exit
111,33,Protective Stops,33D,13,If Premise No Longer Likely Might Be Opposite Trend
111,33,Protective Stops,33D,14,If Now TR Use TR Type of Stop
111,33,Protective Stops,33D,15,If Now TR Scale In Bears Sell Near Top
111,33,Protective Stops,33D,16,If Premise No Longer Valid Don't Let Stop Be Hit
111,33,Protective Stops,33D,17,If Now Always In Short Exit or Sell
111,33,Protective Stops,33D,18,Review
112,33,Protective Stops,33E,1,Main Points
112,33,Protective Stops,33E,2,Protective Stop Wide
112,33,Protective Stops,33E,3,Protective Stop 2 Choices
112,33,Protective Stops,33E,4,Do Not Need to Pick Exact Top Can Use Wide Stop
112,33,Protective Stops,33E,5,Money Stop Emini and Forex Example
112,33,Protective Stops,33E,6,Strong BO Minimum Profit Target Is Measured Move
112,33,Protective Stops,33E,7,Protective Stop Above Sell Signal Bar
112,33,Protective Stops,33E,8,Protective Stop Below Buy Signal Bar
112,33,Protective Stops,33E,9,Size of Money Stop Guidelines
112,33,Protective Stops,33E,10,Wide Stop Give Time for Premise to Work
112,33,Protective Stops,33E,11,Wide Stop Allows for Failed BO Below Obvious Stop Level
112,33,Protective Stops,33E,12,Review
113,33,Protective Stops,33F,1,Main Points
113,33,Protective Stops,33F,2,Measured Move In Bull Channel That Has Stairs
113,33,Protective Stops,33F,3,Stop Based on Other Support or Resistance
113,33,Protective Stops,33F,4,Strong Trend Why Stop Just Beyond 50% PB
113,33,Protective Stops,33F,5,Wide Stop Based on Other Support or Resistance
113,33,Protective Stops,33F,6,Wide Stop When Top Not Certain
113,33,Protective Stops,33F,7,Wide Stop Is Stop on Higher Time Frame (HTF)
113,33,Protective Stops,33F,8,Main Points Small Signal Bar
113,33,Protective Stops,33F,9,Small Signal Bar Consider Big Stop
113,33,Protective Stops,33F,10,Forex Small Signal Bar Consider Big Stop
113,33,Protective Stops,33F,11,When Risk Is Big Options Are Alternative to Trading Small
113,33,Protective Stops,33F,12,Protective Stop Strong Bull Trend
113,33,Protective Stops,33F,13,Don't Pretend Risk Is Real
113,33,Protective Stops,33F,14,Stop Sometimes Gets Hit
113,33,Protective Stops,33F,15,Review
114,33,Protective Stops,33G,1,Main Points
114,33,Protective Stops,33G,2,Breakeven Stop Rarely Logical Choice
114,33,Protective Stops,33G,3,Breakeven Stop Rarely Logical Choice
114,33,Protective Stops,33G,4,Breakeven Stop When Scalping
114,33,Protective Stops,33G,5,Breakeven Stop Often Not Exactly Breakeven
114,33,Protective Stops,33G,6,BO Test Breakeven Stop When Swing Trading
114,33,Protective Stops,33G,7,BO Test Breakeven Stop When Swing Trading
114,33,Protective Stops,33G,8,Perfect BO Test Misses Breakeven Stop by 1 Tick-Pip
114,33,Protective Stops,33G,9,Test of Last BO Low in Bull Buy
114,33,Protective Stops,33G,10,Bottom of Last Bull BO Buy at and Just Above
114,33,Protective Stops,33G,11,Failed Perfect Test of BO Point Failed Measuring Gap
114,33,Protective Stops,33G,12,Failed Perfect Test of BO Point Look to Reverse
114,33,Protective Stops,33G,13,Main Points Stops for Scalpers
114,33,Protective Stops,33G,14,Tight Stops Cause Scalpers to Lose
114,33,Protective Stops,33G,15,Swing Trader Often Uses Wide Stops
114,33,Protective Stops,33G,16,some Skilled Scalpers Use Swing Stops
114,33,Protective Stops,33G,17,Scalp Exit or Scale In
114,33,Protective Stops,33G,18,Review
115,34,Actual Risk,34A,1,Main Points
115,34,Actual Risk,34A,2,Trader's Equation Only Trade If Positive
115,34,Actual Risk,34A,3,Positive Trader’s Equation How Much Reward Needed’
115,34,Actual Risk,34A,4,Many Choices for Stop No Agreement on Initial Risk
115,34,Actual Risk,34A,5,After BO Best Stop Location Clear
115,34,Actual Risk,34A,6,Perfect Stop Clear After Trade Went Your Way
115,34,Actual Risk,34A,7,Main Points Actual Risk
115,34,Actual Risk,34A,8,Actual Risk Distance to Perfect Stop
115,34,Actual Risk,34A,9,After Market Goes Your Way Know Actual Risk
115,34,Actual Risk,34A,10,Computers Use Actual Risk To Take Profits
115,34,Actual Risk,34A,11,Profit Targets in Bull Are Resistance
115,34,Actual Risk,34A,12,Take Profits Based on Actual Risk
115,34,Actual Risk,34A,13,Taking Profits at 2x Actual Risk Always Reasonable Math
115,34,Actual Risk,34A,14,Taking Profits at 1x Risk Good in Strong BO
115,34,Actual Risk,34A,15,Review
116,34,Actual Risk,34B,1,Main Points
116,34,Actual Risk,34B,2,When Actual Risk Small Look for Other Profit Targets
116,34,Actual Risk,34B,3,When Actual Risk Small Look for Other Profit Targets
116,34,Actual Risk,34B,4,Measured Move Creates Reliable Profit Target
116,34,Actual Risk,34B,5,Actual Risk Usually Small in BO
116,34,Actual Risk,34B,6,Small Actual Risk Do Not Use to Create Profit Targets
116,34,Actual Risk,34B,7,Small Actual Risk In Reversal Trade
116,34,Actual Risk,34B,8,If Small Actual Risk Use Other Targets
116,34,Actual Risk,34B,9,Scalping in Strong Bull Weak High
116,34,Actual Risk,34B,10,Main Points Use Risk to Find Profit Targets
116,34,Actual Risk,34B,11,Risk Provides Guideline for Profit Taking
116,34,Actual Risk,34B,12,Risk Provides Guideline for Profit Taking
